,security_id,date,close,adjusted_price
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-05-31,28.9300,28.9300
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-06-01,27.1400,27.1400
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-06-02,25.8500,25.8500
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-06-03,25.8500,25.8500
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-06-04,25.8500,25.8500
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-06-05,25.9800,25.9800
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-06-06,26.1800,26.1800
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-06-07,25.4300,25.4300
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-06-08,26.3700,26.3700
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-06-09,26.7500,26.7500
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-06-10,26.7500,26.7500
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-06-11,26.7500,26.7500
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-06-12,28.9300,28.9300
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-06-13,27.1700,27.1700
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-06-14,27.3700,27.3700
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-06-15,26.0100,26.0100
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-06-16,25.3300,25.3300
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-06-17,25.3300,25.3300
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-06-18,25.3300,25.3300
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-06-19,25.3300,25.3300
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-06-20,25.6600,25.6600
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-06-21,24.7800,24.7800
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-06-22,26.5900,26.5900
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-06-23,26.6200,26.6200
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-06-24,26.6200,26.6200
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-06-25,26.6200,26.6200
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-06-26,26.3700,26.3700
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-06-27,27.4500,27.4500
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-06-28,26.4700,26.4700
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-06-29,26.1300,26.1300
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-06-30,25.7000,25.7000
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-07-01,25.7000,25.7000
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-07-02,25.7000,25.7000
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-07-03,25.8600,25.8600
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-07-04,25.8600,25.8600
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-07-05,24.9300,24.9300
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-07-06,25.1100,25.1100
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-07-07,24.1300,24.1300
1,sec-s-196a05164bad4499b58d7514e70cac89,2023-07-08,24.1300,24.1300
